study,outcome,id,sex,age,age_error,age_sd,age_lower,age_upper,resource,units,raw_return,raw_sd,adult_return,adult_sd,adult_se
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__1,both,1.99537750385208,NA,NA,NA,NA,tubers,g/h,23.58490566037699,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__2,both,3.520801232665639,NA,NA,NA,NA,tubers,g/h,37.735849056603456,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__3,both,3.0123266563944537,NA,NA,NA,NA,tubers,g/h,377.3584905660373,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__4,both,4.029275808936825,NA,NA,NA,NA,tubers,g/h,344.3396226415091,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__5,both,4.052388289676426,NA,NA,NA,NA,tubers,g/h,56.603773584905184,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__6,both,5,NA,NA,NA,NA,tubers,g/h,141.50943396226353,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__7,both,5,NA,NA,NA,NA,tubers,g/h,202.83018867924488,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__8,both,5.0231124807396,NA,NA,NA,NA,tubers,g/h,249.99999999999977,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__9,both,5.0231124807396,NA,NA,NA,NA,tubers,g/h,537.7358490566035,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__10,both,5.485362095531588,NA,NA,NA,NA,tubers,g/h,193.39622641509413,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__11,both,5.993836671802773,NA,NA,NA,NA,tubers,g/h,297.16981132075443,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__12,both,6.525423728813559,NA,NA,NA,NA,tubers,g/h,207.54716981132037,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__13,both,6.47919876733436,NA,NA,NA,NA,tubers,g/h,249.99999999999977,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__14,both,6.964560862865946,NA,NA,NA,NA,tubers,g/h,146.22641509433925,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__15,both,6.987673343605545,NA,NA,NA,NA,tubers,g/h,514.150943396226,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__16,both,6.941448382126348,NA,NA,NA,NA,tubers,g/h,768.8679245283015,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__17,both,8.073959938366718,NA,NA,NA,NA,tubers,g/h,212.26415094339586,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__18,both,8.189522342064715,NA,NA,NA,NA,tubers,g/h,358.49056603773533,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__19,both,7.98151001540832,NA,NA,NA,NA,tubers,g/h,396.22641509433925,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__20,both,8.235747303543913,NA,NA,NA,NA,tubers,g/h,485.8490566037733,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__21,both,8.166409861325116,NA,NA,NA,NA,tubers,g/h,1160.3773584905657,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__22,both,9.969183359013867,NA,NA,NA,NA,tubers,g/h,339.6226415094336,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__23,both,9.969183359013867,NA,NA,NA,NA,tubers,g/h,405.66037735849,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__24,both,10.939907550077042,NA,NA,NA,NA,tubers,g/h,599.0566037735846,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_f1,BlurtonJones_2002_f1__25,both,12.003081664098612,NA,NA,NA,NA,tubers,g/h,820.7547169811317,NA,NA,NA,NA
