study,outcome,id,sex,age,age_error,age_sd,age_lower,age_upper,resource,units,raw_return,raw_sd,adult_return,adult_sd,adult_se
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__1,female,1.9483037156704361,NA,NA,NA,NA,mixed,kcal/h,0,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__2,female,2.936995153473343,NA,NA,NA,NA,mixed,kcal/h,93.02325581395417,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__3,female,2.975767366720516,NA,NA,NA,NA,mixed,kcal/h,204.65116279069935,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__4,female,2.936995153473343,NA,NA,NA,NA,mixed,kcal/h,483.72093023255957,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__5,female,3.964458804523424,NA,NA,NA,NA,mixed,kcal/h,0,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__6,female,3.964458804523424,NA,NA,NA,NA,mixed,kcal/h,134.88372093023463,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__7,female,4.97253634894992,NA,NA,NA,NA,mixed,kcal/h,120.93023255814114,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__8,female,4.991922455573507,NA,NA,NA,NA,mixed,kcal/h,260.465116279071,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__9,female,4.97253634894992,NA,NA,NA,NA,mixed,kcal/h,609.3023255813964,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__10,female,5.4959612277867524,NA,NA,NA,NA,mixed,kcal/h,497.67441860465306,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__11,female,5.9612277867528265,NA,NA,NA,NA,mixed,kcal/h,651.1627906976751,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__12,female,6.949919224555735,NA,NA,NA,NA,mixed,kcal/h,511.62790697674563,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__13,female,6.988691437802908,NA,NA,NA,NA,mixed,kcal/h,1362.7906976744193,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__14,female,8.190630048465266,NA,NA,NA,NA,mixed,kcal/h,944.1860465116292,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__15,female,8.171243941841679,NA,NA,NA,NA,mixed,kcal/h,1962.7906976744193,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__16,female,9.974151857835219,NA,NA,NA,NA,mixed,kcal/h,804.6511627906989,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__17,female,9.974151857835219,NA,NA,NA,NA,mixed,kcal/h,972.0930232558153,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__18,female,10.982229402261712,NA,NA,NA,NA,mixed,kcal/h,274.41860465116406,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__19,female,10.962843295638125,NA,NA,NA,NA,mixed,kcal/h,888.3720930232571,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__20,female,11.466882067851374,NA,NA,NA,NA,mixed,kcal/h,1627.9069767441874,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__21,female,11.447495961227785,NA,NA,NA,NA,mixed,kcal/h,2144.1860465116283,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__22,female,11.970920840064617,NA,NA,NA,NA,mixed,kcal/h,2479.069767441861,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__23,female,11.951534733441031,NA,NA,NA,NA,mixed,kcal/h,497.67441860465306,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__24,female,12.978998384491113,NA,NA,NA,NA,mixed,kcal/h,176.74418604651282,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__25,female,12.94022617124394,NA,NA,NA,NA,mixed,kcal/h,3986.046511627908,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__26,female,12.94022617124394,NA,NA,NA,NA,mixed,kcal/h,4223.2558139534885,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__27,female,12.94022617124394,NA,NA,NA,NA,mixed,kcal/h,4432.558139534884,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_Figure_5,BlurtonJones_1997_Figure_5__28,female,13.54119547657512,NA,NA,NA,NA,mixed,kcal/h,1990.6976744186063,NA,NA,NA,NA
