study,outcome,id,sex,age,age_error,age_sd,age_lower,age_upper,resource,units,raw_return,raw_sd,raw_se,adult_return,adult_sd,adult_se,pooled,resource_cat,scaled_return,scaled_se
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh451,1,16,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh451,1,16,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh451,1,16,none,NA,NA,NA,game,kg,0.6,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.02,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh451,1,16,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh454,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh454,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh454,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh454,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh454,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh454,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh454,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh454,1,15,none,NA,NA,NA,game,kg,4.2,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.14,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh454,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,15,none,NA,NA,NA,game,kg,1.55,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.051666666666666666,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,18,none,NA,NA,NA,game,kg,1.3,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.043333333333333335,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh455,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,18,none,NA,NA,NA,game,kg,0.5,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.016666666666666666,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh456,1,18,none,NA,NA,NA,game,kg,0.4,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.013333333333333334,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh460,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh460,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh460,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh460,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh460,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh460,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh460,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh460,1,14,none,NA,NA,NA,game,kg,0.6,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.02,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh460,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh461,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh461,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh461,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh461,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh461,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh461,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh461,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh461,1,14,none,NA,NA,NA,game,kg,0.85,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.028333333333333332,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh461,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh462,1,12,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh462,1,12,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh462,1,12,none,NA,NA,NA,game,kg,0.65,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.021666666666666667,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh462,1,12,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh462,1,12,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh462,1,12,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh462,1,12,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh462,1,12,none,NA,NA,NA,game,kg,0.6,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.02,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh462,1,12,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh465,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh465,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh465,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh465,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh466,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh466,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh466,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh466,1,14,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh474,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh474,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh474,1,19,none,NA,NA,NA,game,kg,6.29,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.20966666666666667,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh477,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh477,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh477,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh477,1,18,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh477,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh477,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh477,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh479,1,17,none,NA,NA,NA,game,kg,4.87,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.16233333333333333,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh479,1,17,none,NA,NA,NA,game,kg,4.96,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.16533333333333333,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh479,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh479,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh479,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh479,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh479,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh479,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh479,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh479,1,17,none,NA,NA,NA,game,kg,3.93,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.131,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,13,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,13,none,NA,NA,NA,game,kg,5.25,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.175,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,13,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,15,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,15,none,NA,NA,NA,game,kg,4.87,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.16233333333333333,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,4.87,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.16233333333333333,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,7.8,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.26,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,4.96,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.16533333333333333,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,5.1,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.16999999999999998,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,4.96,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.16533333333333333,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,17,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,4.5,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.15,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,4.96,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.16533333333333333,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,7.5,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.25,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,0,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0,NA
Hill_Kintigh_cchunts,Hill_Kintigh_cchunts,Hill_Kintigh482,1,19,none,NA,NA,NA,game,kg,7.5,NA,NA,3.281984502798106,6.432047254163435,0.054481492484827615,0,game,0.25,NA
