study,outcome,id,sex,age,age_error,age_sd,age_lower,age_upper,resource,units,raw_return,raw_sd,raw_se,adult_return,adult_sd,adult_se,pooled,resource_cat,scaled_return,scaled_se
Bock_2005,Bock_2005_fig5.2,Bock_2005_fig5.2_,0,10,NA,NA,NA,NA,fish,kcal/h,90.45333333333335,NA,NA,NA,NA,NA,0,fish_shellfish,0.5668449197860962,NA
Bock_2005,Bock_2005_fig5.2,Bock_2005_fig5.2_,0,11,NA,NA,NA,NA,fish,kcal/h,78.93333333333337,NA,NA,NA,NA,NA,0,fish_shellfish,0.49465240641711233,NA
Bock_2005,Bock_2005_fig5.2,Bock_2005_fig5.2_,0,11,NA,NA,NA,NA,fish,kcal/h,37.54666666666671,NA,NA,NA,NA,NA,0,fish_shellfish,0.23529411764705901,NA
Bock_2005,Bock_2005_fig5.2,Bock_2005_fig5.2_,0,11,NA,NA,NA,NA,fish,kcal/h,123.73333333333338,NA,NA,NA,NA,NA,0,fish_shellfish,0.7754010695187166,NA
Bock_2005,Bock_2005_fig5.2,Bock_2005_fig5.2_,0,12,NA,NA,NA,NA,fish,kcal/h,159.57333333333338,NA,NA,NA,NA,NA,0,fish_shellfish,1,NA
Bock_2005,Bock_2005_fig5.2,Bock_2005_fig5.2_,0,14,NA,NA,NA,NA,fish,kcal/h,128.00000000000006,NA,NA,NA,NA,NA,0,fish_shellfish,0.8021390374331552,NA
Bock_2005,Bock_2005_fig5.2,Bock_2005_fig5.2_,0,14,NA,NA,NA,NA,fish,kcal/h,107.09333333333336,NA,NA,NA,NA,NA,0,fish_shellfish,0.6711229946524064,NA
Bock_2005,Bock_2005_fig5.2,Bock_2005_fig5.2_,0,14,NA,NA,NA,NA,fish,kcal/h,60.16000000000004,NA,NA,NA,NA,NA,0,fish_shellfish,0.377005347593583,NA
Bock_2005,Bock_2005_fig5.2,Bock_2005_fig5.2_,0,14,NA,NA,NA,NA,fish,kcal/h,48.21333333333335,NA,NA,NA,NA,NA,0,fish_shellfish,0.3021390374331551,NA
Bock_2005,Bock_2005_fig5.2,Bock_2005_fig5.2_,0,16,NA,NA,NA,NA,fish,kcal/h,0,NA,NA,NA,NA,NA,0,fish_shellfish,0,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,5,NA,NA,NA,NA,mixed,kcal/day,136.18012999324628,NA,NA,NA,NA,NA,0,z,0.020615327424785328,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,6,NA,NA,NA,NA,mixed,kcal/day,265.2426749030965,NA,NA,NA,NA,NA,0,z,0.04015317499274238,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,6,NA,NA,NA,NA,mixed,kcal/day,271.00859537683414,NA,NA,NA,NA,NA,0,z,0.04102603609573347,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,9,NA,NA,NA,NA,mixed,kcal/day,106.34267539816574,NA,NA,NA,NA,NA,0,z,0.016098450432302968,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,10,NA,NA,NA,NA,mixed,kcal/day,527.8526666338734,NA,NA,NA,NA,NA,0,z,0.07990780707319806,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,9,NA,NA,NA,NA,mixed,kcal/day,2113.105569973575,NA,NA,NA,NA,NA,0,z,0.3198878074966098,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,10,NA,NA,NA,NA,mixed,kcal/day,5048.678073760459,NA,NA,NA,NA,NA,0,z,0.7642829505161148,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,10,NA,NA,NA,NA,mixed,kcal/day,1330.8170915108774,NA,NA,NA,NA,NA,0,z,0.20146279846669155,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,10,NA,NA,NA,NA,mixed,kcal/day,2430.1273071383903,NA,NA,NA,NA,NA,0,z,0.367879441171442,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,10,NA,NA,NA,NA,mixed,kcal/day,3045.7588969824646,NA,NA,NA,NA,NA,0,z,0.46107546615912676,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,10,NA,NA,NA,NA,mixed,kcal/day,3283.8578813286695,NA,NA,NA,NA,NA,0,z,0.497119553663297,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,14,NA,NA,NA,NA,mixed,kcal/day,2620.099942278641,NA,NA,NA,NA,NA,0,z,0.39663802787098307,NA
Crittenden_2013,Crittenden_2013_Fig_2,Crittenden_2013_Fig_2_NA,0.461538461538462,14,NA,NA,NA,NA,mixed,kcal/day,6605.770899836405,NA,NA,NA,NA,NA,0,z,1,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m1,1,3,NA,NA,NA,NA,mixed,kcal/day,480,NA,NA,NA,NA,NA,0,z,0.3521643433602348,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f2,0,5,NA,NA,NA,NA,mixed,kcal/day,253,NA,NA,NA,NA,NA,0,z,0.18561995597945707,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f3,0,5,NA,NA,NA,NA,mixed,kcal/day,9,NA,NA,NA,NA,NA,0,z,0.006603081438004402,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f4,0,5,NA,NA,NA,NA,mixed,kcal/day,958,NA,NA,NA,NA,NA,0,z,0.7028613352898019,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f5,0,5,NA,NA,NA,NA,mixed,kcal/day,588,NA,NA,NA,NA,NA,0,z,0.4314013206162876,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f6,0,6,NA,NA,NA,NA,mixed,kcal/day,125,NA,NA,NA,NA,NA,0,z,0.09170946441672781,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f7,0,6,NA,NA,NA,NA,mixed,kcal/day,113,NA,NA,NA,NA,NA,0,z,0.08290535583272193,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f8,0,6,NA,NA,NA,NA,mixed,kcal/day,27,NA,NA,NA,NA,NA,0,z,0.019809244314013204,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f9,0,6,NA,NA,NA,NA,mixed,kcal/day,1035,NA,NA,NA,NA,NA,0,z,0.7593543653705063,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m10,1,6,NA,NA,NA,NA,mixed,kcal/day,987,NA,NA,NA,NA,NA,0,z,0.7241379310344828,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f11,0,7,NA,NA,NA,NA,mixed,kcal/day,1345,NA,NA,NA,NA,NA,0,z,0.9867938371239912,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f12,0,8,NA,NA,NA,NA,mixed,kcal/day,136,NA,NA,NA,NA,NA,0,z,0.09977989728539985,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f13,0,8,NA,NA,NA,NA,mixed,kcal/day,737,NA,NA,NA,NA,NA,0,z,0.5407190022010272,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m14,1,9,NA,NA,NA,NA,mixed,kcal/day,37,NA,NA,NA,NA,NA,0,z,0.02714600146735143,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f15,0,9,NA,NA,NA,NA,mixed,kcal/day,267,NA,NA,NA,NA,NA,0,z,0.1958914159941306,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f16,0,9,NA,NA,NA,NA,mixed,kcal/day,587,NA,NA,NA,NA,NA,0,z,0.43066764490095377,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m17,1,10,NA,NA,NA,NA,mixed,kcal/day,1363,NA,NA,NA,NA,NA,0,z,1,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m18,1,10,NA,NA,NA,NA,mixed,kcal/day,632,NA,NA,NA,NA,NA,0,z,0.46368305209097577,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f19,0,10,NA,NA,NA,NA,mixed,kcal/day,560,NA,NA,NA,NA,NA,0,z,0.41085840058694056,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m20,1,10,NA,NA,NA,NA,mixed,kcal/day,415,NA,NA,NA,NA,NA,0,z,0.3044754218635363,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f21,0,10,NA,NA,NA,NA,mixed,kcal/day,1139,NA,NA,NA,NA,NA,0,z,0.8356566397652238,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m22,1,11,NA,NA,NA,NA,mixed,kcal/day,598,NA,NA,NA,NA,NA,0,z,0.4387380777696258,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m23,1,11,NA,NA,NA,NA,mixed,kcal/day,190,NA,NA,NA,NA,NA,0,z,0.13939838591342626,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m24,1,12,NA,NA,NA,NA,mixed,kcal/day,901,NA,NA,NA,NA,NA,0,z,0.661041819515774,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m25,1,12,NA,NA,NA,NA,mixed,kcal/day,11,NA,NA,NA,NA,NA,0,z,0.008070432868672046,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m26,1,13,NA,NA,NA,NA,mixed,kcal/day,93,NA,NA,NA,NA,NA,0,z,0.06823184152604549,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m27,1,13,NA,NA,NA,NA,mixed,kcal/day,151,NA,NA,NA,NA,NA,0,z,0.1107850330154072,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m28,1,14,NA,NA,NA,NA,mixed,kcal/day,677,NA,NA,NA,NA,NA,0,z,0.4966984592809978,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f29,0,14,NA,NA,NA,NA,mixed,kcal/day,363,NA,NA,NA,NA,NA,0,z,0.2663242846661775,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f30,0,15,NA,NA,NA,NA,mixed,kcal/day,418,NA,NA,NA,NA,NA,0,z,0.3066764490095378,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f31,0,16,NA,NA,NA,NA,mixed,kcal/day,369,NA,NA,NA,NA,NA,0,z,0.2707263389581805,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f32,0,16,NA,NA,NA,NA,mixed,kcal/day,324,NA,NA,NA,NA,NA,0,z,0.23771093176815847,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_m33,1,17,NA,NA,NA,NA,mixed,kcal/day,952,NA,NA,NA,NA,NA,0,z,0.698459280997799,NA
Crittenden_2013,Crittenden_2013_Table_1,Crittenden_2013_Table_1_f34,0,17,NA,NA,NA,NA,mixed,kcal/day,472,NA,NA,NA,NA,NA,0,z,0.3462949376375642,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_M1,NA,14,NA,NA,NA,NA,mixed,kcal/h,744.7619047619047,NA,NA,NA,NA,NA,0,z,0.2301230604601391,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_M2,NA,12,NA,NA,NA,NA,mixed,kcal/h,3236.363636363636,NA,NA,NA,NA,NA,0,z,1,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_M3,NA,10,NA,NA,NA,NA,mixed,kcal/h,368.75,NA,NA,NA,NA,NA,0,z,0.11393960674157305,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_M3,NA,10,NA,NA,NA,NA,mixed,kcal/h,1635.7692307692307,NA,NA,NA,NA,NA,0,z,0.5054343128781331,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_M3,NA,10,NA,NA,NA,NA,mixed,kcal/h,876.6666666666667,NA,NA,NA,NA,NA,0,z,0.2708801498127341,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_M4,NA,10,NA,NA,NA,NA,mixed,kcal/h,250,NA,NA,NA,NA,NA,0,z,0.07724719101123596,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_M4,NA,10,NA,NA,NA,NA,mixed,kcal/h,508.94736842105266,NA,NA,NA,NA,NA,0,z,0.15725901833234776,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_F1,NA,10,NA,NA,NA,NA,mixed,kcal/h,468.71794871794873,NA,NA,NA,NA,NA,0,z,0.14482857966004034,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_F1,NA,10,NA,NA,NA,NA,mixed,kcal/h,230.35714285714286,NA,NA,NA,NA,NA,0,z,0.07117776886035314,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_F2,NA,9,NA,NA,NA,NA,mixed,kcal/h,760.3030303030304,NA,NA,NA,NA,NA,0,z,0.23492509363295885,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_F3,NA,9,NA,NA,NA,NA,mixed,kcal/h,316,NA,NA,NA,NA,NA,0,z,0.09764044943820226,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_F4,NA,6,NA,NA,NA,NA,mixed,kcal/h,371,NA,NA,NA,NA,NA,0,z,0.11463483146067417,NA
Froehle_2018,Froehle_2018_table4,Froehle_2018_table4_F5,NA,5,NA,NA,NA,NA,mixed,kcal/h,76,NA,NA,NA,NA,NA,0,z,0.023483146067415733,NA
Hawkes_1995,Hawkes_1995_Table_4_Makalita_rates_g.h,Hawkes_1995_208,0,3.5,NA,NA,NA,NA,tubers,g/h,39,8.485281374238571,6,NA,NA,NA,0,USOs,0.03367875647668394,0.0051813471502590676
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_208,0,3.5,NA,NA,NA,NA,tubers,g/h,42,NA,NA,NA,NA,NA,0,USOs,0.019580419580419582,NA
Hawkes_1995,Hawkes_1995_Table_4_Makalita_rates_g.h,Hawkes_1995_209,0,4,NA,NA,NA,NA,tubers,g/h,67,59.396969619669996,42,NA,NA,NA,0,USOs,0.05785837651122625,0.03626943005181347
Hawkes_1995,Hawkes_1995_Table_4_Makalita_rates_g.h,Hawkes_1995_7,0,4,NA,NA,NA,NA,tubers,g/h,353,104.65180361560904,74,NA,NA,NA,0,USOs,0.30483592400690845,0.06390328151986183
Hawkes_1995,Hawkes_1995_Table_4_Makalita_rates_g.h,Hawkes_1995_306,1,5,NA,NA,NA,NA,tubers,g/h,259,18.520259177452136,7,NA,NA,NA,0,USOs,0.2236614853195164,0.006044905008635579
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_306,1,5,NA,NA,NA,NA,tubers,g/h,117,68,34,NA,NA,NA,0,USOs,0.05454545454545454,0.015850815850815853
Hawkes_1995,Hawkes_1995_Table_4_Makalita_rates_g.h,Hawkes_1995_109,1,6.5,NA,NA,NA,NA,tubers,g/h,220,NA,NA,NA,NA,NA,0,USOs,0.18998272884283246,NA
Hawkes_1995,Hawkes_1995_Table_4_Makalita_rates_g.h,Hawkes_1995_307,1,6.5,NA,NA,NA,NA,tubers,g/h,254,65.05382386916237,46,NA,NA,NA,0,USOs,0.21934369602763384,0.039723661485319514
Hawkes_1995,Hawkes_1995_Table_4_Makalita_rates_g.h,Hawkes_1995_308,1,8.2,NA,NA,NA,NA,tubers,g/h,480,NA,NA,NA,NA,NA,0,USOs,0.41450777202072536,NA
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_308,1,8.2,NA,NA,NA,NA,tubers,g/h,211,110.85125168440814,64,NA,NA,NA,0,USOs,0.09836829836829837,0.029836829836829837
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Tafabe_rates_g.h,Hawkes_1995_308,1,8.2,NA,NA,NA,NA,fruit,g/h,958,302.64170234784234,214,1156,227.80254607883555,93,0,fruit,0.7676282051282052,0.17147435897435898
Hawkes_1995,Hawkes_1995_Table_4_Makalita_rates_g.h,Hawkes_1995_214,0,8.2,NA,NA,NA,NA,tubers,g/h,1158,601.5022859474435,269,NA,NA,NA,0,USOs,1,0.23229706390328153
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_214,0,8.2,NA,NA,NA,NA,tubers,g/h,270,202.64994448555862,117,NA,NA,NA,0,USOs,0.1258741258741259,0.05454545454545454
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Tafabe_rates_g.h,Hawkes_1995_214,0,8.2,NA,NA,NA,NA,fruit,g/h,600,NA,NA,1281,347.97413696997654,93,0,fruit,0.4807692307692308,NA
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Ondishibe_rates_g.h,Hawkes_1995_214,0,8.2,NA,NA,NA,NA,fruit,g/h,1088,804.6875169902911,569,2771,730.4861394988957,231,0,fruit,0.5333333333333333,0.278921568627451
Hawkes_1995,Hawkes_1995_Table_4_Makalita_rates_g.h,Hawkes_1995_221,0,8.2,NA,NA,NA,NA,tubers,g/h,370,232,116,NA,NA,NA,0,USOs,0.31951640759930916,0.1001727115716753
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_221,0,8.2,NA,NA,NA,NA,tubers,g/h,94,76.02631123499285,34,NA,NA,NA,0,USOs,0.04382284382284382,0.015850815850815853
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Tafabe_rates_g.h,Hawkes_1995_221,0,8.2,NA,NA,NA,NA,fruit,g/h,780,NA,NA,1281,347.97413696997654,93,0,fruit,0.625,NA
Hawkes_1995,Hawkes_1995_Table_4_Makalita_rates_g.h,Hawkes_1995_219,0,11,NA,NA,NA,NA,tubers,g/h,601,389.71143170299734,225,NA,NA,NA,0,USOs,0.5189982728842832,0.19430051813471502
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_219,0,11,NA,NA,NA,NA,tubers,g/h,197,83.28265125462805,34,NA,NA,NA,0,USOs,0.09184149184149185,0.015850815850815853
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_216,0,11.5,NA,NA,NA,NA,tubers,g/h,550,260,130,NA,NA,NA,0,USOs,0.2564102564102564,0.06060606060606061
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Tafabe_rates_g.h,Hawkes_1995_216,0,11.5,NA,NA,NA,NA,fruit,g/h,610,NA,NA,1281,347.97413696997654,93,0,fruit,0.48878205128205127,NA
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Ondishibe_rates_g.h,Hawkes_1995_216,0,11.5,NA,NA,NA,NA,fruit,g/h,1714,NA,NA,2771,730.4861394988957,231,0,fruit,0.8401960784313726,NA
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_18,0,11.5,NA,NA,NA,NA,tubers,g/h,529,42.42640687119285,30,NA,NA,NA,0,USOs,0.2466200466200466,0.013986013986013986
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Tafabe_rates_g.h,Hawkes_1995_18,0,11.5,NA,NA,NA,NA,fruit,g/h,978,152.4204710660612,88,1281,347.97413696997654,93,0,fruit,0.7836538461538461,0.07051282051282051
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Ondishibe_rates_g.h,Hawkes_1995_18,0,11.5,NA,NA,NA,NA,fruit,g/h,1510,786.3510666362703,454,2771,730.4861394988957,231,0,fruit,0.7401960784313726,0.22254901960784312
Hawkes_1995,Hawkes_1995_Table_4_Makalita_rates_g.h,Hawkes_1995_19,0,13.6,NA,NA,NA,NA,tubers,g/h,1100,NA,NA,NA,NA,NA,0,USOs,0.9499136442141624,NA
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_19,0,13.6,NA,NA,NA,NA,tubers,g/h,484,274.3428511917159,112,NA,NA,NA,0,USOs,0.22564102564102564,0.052214452214452214
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Tafabe_rates_g.h,Hawkes_1995_19,0,13.6,NA,NA,NA,NA,fruit,g/h,844,124.45079348883237,88,1281,347.97413696997654,93,0,fruit,0.6762820512820513,0.07051282051282051
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Ondishibe_rates_g.h,Hawkes_1995_19,0,13.6,NA,NA,NA,NA,fruit,g/h,2040,NA,NA,2771,730.4861394988957,231,0,fruit,1,NA
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Tafabe_rates_g.h,Hawkes_1995_122,1,14,NA,NA,NA,NA,fruit,g/h,1025,22.627416997969522,16,1156,227.80254607883555,93,0,fruit,0.8213141025641025,0.01282051282051282
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_317,1,14,NA,NA,NA,NA,tubers,g/h,229,148.95636945092343,86,NA,NA,NA,0,USOs,0.10675990675990676,0.04009324009324009
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Tafabe_rates_g.h,Hawkes_1995_317,1,14,NA,NA,NA,NA,fruit,g/h,923,31.112698372208094,22,1156,227.80254607883555,93,0,fruit,0.7395833333333334,0.017628205128205128
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_316,1,14,NA,NA,NA,NA,tubers,g/h,271,NA,NA,NA,NA,NA,0,USOs,0.12634032634032635,NA
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Tafabe_rates_g.h,Hawkes_1995_316,1,14,NA,NA,NA,NA,fruit,g/h,965,NA,NA,1156,227.80254607883555,93,0,fruit,0.7732371794871795,NA
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Ondishibe_rates_g.h,Hawkes_1995_316,1,14,NA,NA,NA,NA,fruit,g/h,977,NA,NA,NA,NA,NA,0,fruit,0.478921568627451,NA
Hawkes_1995,Hawkes_1995_Table_4_ekwa_rates_g.h,Hawkes_1995_125,1,15,NA,NA,NA,NA,tubers,g/h,2145,NA,NA,NA,NA,NA,0,USOs,1,NA
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Tafabe_rates_g.h,Hawkes_1995_125,1,15,NA,NA,NA,NA,fruit,g/h,1248,48,24,1156,227.80254607883555,93,0,fruit,1,0.019230769230769232
Hawkes_1995,Hawkes_1995_Table_4_tin_measured_Ondishibe_rates_g.h,Hawkes_1995_125,1,15,NA,NA,NA,NA,fruit,g/h,2033,NA,NA,NA,NA,NA,0,fruit,0.9965686274509804,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f1,0,NA,NA,NA,6,11,mixed,net kcal/h,298.5074626865644,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.07603491974091736,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f2,0,NA,NA,NA,6,11,mixed,net kcal/h,0,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f3,0,NA,NA,NA,6,11,mixed,net kcal/h,335.8208955223854,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.08553928470853214,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f4,0,NA,NA,NA,6,11,mixed,net kcal/h,335.8208955223854,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.08553928470853214,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f5,0,NA,NA,NA,6,11,mixed,net kcal/h,447.7611940298484,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.1140523796113765,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f5,0,NA,NA,NA,6,11,mixed,net kcal/h,578.358208955221,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.147317656998028,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f5,0,NA,NA,NA,6,11,mixed,net kcal/h,503.7313432835799,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.12830892706279867,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f6,0,NA,NA,NA,6,11,mixed,net kcal/h,522.3880597014895,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.13306110954660585,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f6,0,NA,NA,NA,6,11,mixed,net kcal/h,578.358208955221,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.147317656998028,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f6,0,NA,NA,NA,6,11,mixed,net kcal/h,802.238805970147,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.20434384680371673,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f6,0,NA,NA,NA,6,11,mixed,net kcal/h,1194.0298507462658,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.3041396789636715,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f6,0,NA,NA,NA,6,11,mixed,net kcal/h,279.8507462686539,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.07128273725710997,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f7,0,NA,NA,NA,12,19,mixed,net kcal/h,223.8805970149233,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.05702618980568802,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f7,0,NA,NA,NA,12,19,mixed,net kcal/h,335.8208955223854,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.08553928470853214,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f8,0,NA,NA,NA,12,19,mixed,net kcal/h,652.9850746268621,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.16632638693325735,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f8,0,NA,NA,NA,12,19,mixed,net kcal/h,1194.0298507462658,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.3041396789636715,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f9,0,NA,NA,NA,12,19,mixed,net kcal/h,783.5820895522356,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.1995916643199091,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f9,0,NA,NA,NA,12,19,mixed,net kcal/h,783.5820895522356,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.1995916643199091,NA
Tucker_2005,Tucker_2005_1997_returns,Tucker_2005_1997_returns_f9,0,NA,NA,NA,12,19,mixed,net kcal/h,970.1492537313407,NA,NA,1914.0268047517493,1061.0907916496797,151.5843988070971,0,z,0.24711348915798304,NA
