"","study","outcome","id","sex","age","age_error","age_sd","age_lower","age_upper","resource","units","raw_return","raw_sd","adult_return","adult_sd","adult_se"
"448","Bock_2005","Bock_2005_fig5.2","Bock_2005_fig5.2_7","female",10,NA,NA,NA,NA,"fish","kcal/h",76.7096286156839,NA,NA,NA,NA
"449","Bock_2005","Bock_2005_fig5.2","Bock_2005_fig5.2_8","female",10,NA,NA,NA,NA,"fish","kcal/h",90.2276116592604,NA,NA,NA,NA
"450","Bock_2005","Bock_2005_fig5.2","Bock_2005_fig5.2_9","female",11,NA,NA,NA,NA,"fish","kcal/h",78.5958588078109,NA,NA,NA,NA
"451","Bock_2005","Bock_2005_fig5.2","Bock_2005_fig5.2_10","female",11,NA,NA,NA,NA,"fish","kcal/h",123.236640021482,NA,NA,NA,NA
"452","Bock_2005","Bock_2005_fig5.2","Bock_2005_fig5.2_11","female",12,NA,NA,NA,NA,"fish","kcal/h",160.646872165333,NA,NA,NA,NA
"453","Bock_2005","Bock_2005_fig5.2","Bock_2005_fig5.2_12","female",14,NA,NA,NA,NA,"fish","kcal/h",128.266587200487,NA,NA,NA,NA
"454","Bock_2005","Bock_2005_fig5.2","Bock_2005_fig5.2_13","female",14,NA,NA,NA,NA,"fish","kcal/h",107.518055087091,NA,NA,NA,NA
"455","Bock_2005","Bock_2005_fig5.2","Bock_2005_fig5.2_14","female",14,NA,NA,NA,NA,"fish","kcal/h",60.6766719826048,NA,NA,NA,NA
"456","Bock_2005","Bock_2005_fig5.2","Bock_2005_fig5.2_15","female",14,NA,NA,NA,NA,"fish","kcal/h",47.787432336404,NA,NA,NA,NA
"457","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b1","0.461538461538462",5,NA,NA,NA,NA,"mixed","kcal/day",90110.1825166504,NA,NA,NA,NA
"458","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b2","0.461538461538462",9,NA,NA,NA,NA,"mixed","kcal/day",49945.0511585515,NA,NA,NA,NA
"459","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b3","0.461538461538462",6,NA,NA,NA,NA,"mixed","kcal/day",415040.475785049,NA,NA,NA,NA
"460","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b4","0.461538461538462",10,NA,NA,NA,NA,"mixed","kcal/day",2049074.68981585,NA,NA,NA,NA
"461","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b5","0.461538461538462",10,NA,NA,NA,NA,"mixed","kcal/day",16446761.7799467,NA,NA,NA,NA
"462","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b6","0.461538461538462",10,NA,NA,NA,NA,"mixed","kcal/day",65931882.7133357,NA,NA,NA,NA
"463","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b7","0.461538461538462",9,NA,NA,NA,NA,"mixed","kcal/day",46595256.6866471,NA,NA,NA,NA
"464","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b8","0.461538461538462",14,NA,NA,NA,NA,"mixed","kcal/day",78428220.6133771,NA,NA,NA,NA
"465","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b9","0.461538461538462",10,NA,NA,NA,NA,"mixed","kcal/day",114895100.018732,NA,NA,NA,NA
"466","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b10","0.461538461538462",10,NA,NA,NA,NA,"mixed","kcal/day",132008840.083143,NA,NA,NA,NA
"467","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b11","0.461538461538462",10,NA,NA,NA,NA,"mixed","kcal/day",361234269.970945,NA,NA,NA,NA
"468","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b12","0.461538461538462",14,NA,NA,NA,NA,"mixed","kcal/day",629498899.022191,NA,NA,NA,NA
"469","Crittenden_2013","Crittenden_2013_Fig_2","Crittenden_2013_Fig_2_b13","0.461538461538462",6,NA,NA,NA,NA,"mixed","kcal/day",400880.632889848,NA,NA,NA,NA
"470","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m1","male",9,NA,NA,NA,NA,"mixed","kcal/day",39.3700787401576,NA,NA,NA,NA
"471","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m2","male",12,NA,NA,NA,NA,"mixed","kcal/day",14.7637795275591,NA,NA,NA,NA
"472","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m3","male",13,NA,NA,NA,NA,"mixed","kcal/day",93.503937007874,NA,NA,NA,NA
"473","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m4","male",13,NA,NA,NA,NA,"mixed","kcal/day",147.637795275591,NA,NA,NA,NA
"474","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m5","male",11,NA,NA,NA,NA,"mixed","kcal/day",187.007874015748,NA,NA,NA,NA
"475","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m6","male",10,NA,NA,NA,NA,"mixed","kcal/day",413.385826771653,NA,NA,NA,NA
"476","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m7","male",11,NA,NA,NA,NA,"mixed","kcal/day",600.393700787402,NA,NA,NA,NA
"477","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m8","male",10,NA,NA,NA,NA,"mixed","kcal/day",629.92125984252,NA,NA,NA,NA
"478","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m9","male",3,NA,NA,NA,NA,"mixed","kcal/day",487.204724409449,NA,NA,NA,NA
"479","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m10","male",6,NA,NA,NA,NA,"mixed","kcal/day",984.251968503937,NA,NA,NA,NA
"480","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m11","male",12,NA,NA,NA,NA,"mixed","kcal/day",900.590551181102,NA,NA,NA,NA
"481","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m12","male",14,NA,NA,NA,NA,"mixed","kcal/day",679.133858267717,NA,NA,NA,NA
"482","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m13","male",17,NA,NA,NA,NA,"mixed","kcal/day",944.88188976378,NA,NA,NA,NA
"483","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_m14","male",10,NA,NA,NA,NA,"mixed","kcal/day",1358.26771653543,NA,NA,NA,NA
"484","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f15","female",7,NA,NA,NA,NA,"mixed","kcal/day",1338.58267716535,NA,NA,NA,NA
"485","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f16","female",10,NA,NA,NA,NA,"mixed","kcal/day",1136.81102362205,NA,NA,NA,NA
"486","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f17","female",6,NA,NA,NA,NA,"mixed","kcal/day",1033.46456692913,NA,NA,NA,NA
"487","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f18","female",5,NA,NA,NA,NA,"mixed","kcal/day",954.724409448819,NA,NA,NA,NA
"488","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f19","female",8,NA,NA,NA,NA,"mixed","kcal/day",738.188976377953,NA,NA,NA,NA
"489","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f20","female",5,NA,NA,NA,NA,"mixed","kcal/day",585.629921259843,NA,NA,NA,NA
"490","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f1","female",9,NA,NA,NA,NA,"mixed","kcal/day",585.629921259843,NA,NA,NA,NA
"491","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f2","female",10,NA,NA,NA,NA,"mixed","kcal/day",561.023622047244,NA,NA,NA,NA
"492","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f3","female",14,NA,NA,NA,NA,"mixed","kcal/day",364.173228346457,NA,NA,NA,NA
"493","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f4","female",15,NA,NA,NA,NA,"mixed","kcal/day",423.228346456693,NA,NA,NA,NA
"494","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f5","female",17,NA,NA,NA,NA,"mixed","kcal/day",467.51968503937,NA,NA,NA,NA
"495","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f6","female",16,NA,NA,NA,NA,"mixed","kcal/day",369.094488188976,NA,NA,NA,NA
"496","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f7","female",16,NA,NA,NA,NA,"mixed","kcal/day",324.803149606299,NA,NA,NA,NA
"497","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f8","female",9,NA,NA,NA,NA,"mixed","kcal/day",270.669291338583,NA,NA,NA,NA
"498","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f9","female",5,NA,NA,NA,NA,"mixed","kcal/day",250.984251968504,NA,NA,NA,NA
"499","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f10","female",8,NA,NA,NA,NA,"mixed","kcal/day",132.874015748032,NA,NA,NA,NA
"500","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f11","female",6,NA,NA,NA,NA,"mixed","kcal/day",132.874015748032,NA,NA,NA,NA
"501","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f12","female",6,NA,NA,NA,NA,"mixed","kcal/day",113.188976377953,NA,NA,NA,NA
"502","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f13","female",6,NA,NA,NA,NA,"mixed","kcal/day",29.5275590551182,NA,NA,NA,NA
"503","Crittenden_2013","Crittenden_2013_Fig_3","Crittenden_2013_Fig_3_f14","female",5,NA,NA,NA,NA,"mixed","kcal/day",14.7637795275591,NA,NA,NA,NA
"504","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m1","male",3,NA,NA,NA,NA,"mixed","kcal/day",480,NA,NA,NA,NA
"505","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f2","female",5,NA,NA,NA,NA,"mixed","kcal/day",253,NA,NA,NA,NA
"506","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f3","female",5,NA,NA,NA,NA,"mixed","kcal/day",9,NA,NA,NA,NA
"507","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f4","female",5,NA,NA,NA,NA,"mixed","kcal/day",958,NA,NA,NA,NA
"508","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f5","female",5,NA,NA,NA,NA,"mixed","kcal/day",588,NA,NA,NA,NA
"509","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f6","female",6,NA,NA,NA,NA,"mixed","kcal/day",125,NA,NA,NA,NA
"510","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f7","female",6,NA,NA,NA,NA,"mixed","kcal/day",113,NA,NA,NA,NA
"511","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f8","female",6,NA,NA,NA,NA,"mixed","kcal/day",27,NA,NA,NA,NA
"512","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f9","female",6,NA,NA,NA,NA,"mixed","kcal/day",1035,NA,NA,NA,NA
"513","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m10","male",6,NA,NA,NA,NA,"mixed","kcal/day",987,NA,NA,NA,NA
"514","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f11","female",7,NA,NA,NA,NA,"mixed","kcal/day",1345,NA,NA,NA,NA
"515","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f12","female",8,NA,NA,NA,NA,"mixed","kcal/day",136,NA,NA,NA,NA
"516","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f13","female",8,NA,NA,NA,NA,"mixed","kcal/day",737,NA,NA,NA,NA
"517","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m14","male",9,NA,NA,NA,NA,"mixed","kcal/day",37,NA,NA,NA,NA
"518","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f15","female",9,NA,NA,NA,NA,"mixed","kcal/day",267,NA,NA,NA,NA
"519","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f16","female",9,NA,NA,NA,NA,"mixed","kcal/day",587,NA,NA,NA,NA
"520","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m17","male",10,NA,NA,NA,NA,"mixed","kcal/day",1363,NA,NA,NA,NA
"521","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m18","male",10,NA,NA,NA,NA,"mixed","kcal/day",632,NA,NA,NA,NA
"522","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f19","female",10,NA,NA,NA,NA,"mixed","kcal/day",560,NA,NA,NA,NA
"523","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m20","male",10,NA,NA,NA,NA,"mixed","kcal/day",415,NA,NA,NA,NA
"524","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f21","female",10,NA,NA,NA,NA,"mixed","kcal/day",1139,NA,NA,NA,NA
"525","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m22","male",11,NA,NA,NA,NA,"mixed","kcal/day",598,NA,NA,NA,NA
"526","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m23","male",11,NA,NA,NA,NA,"mixed","kcal/day",190,NA,NA,NA,NA
"527","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m24","male",12,NA,NA,NA,NA,"mixed","kcal/day",901,NA,NA,NA,NA
"528","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m25","male",12,NA,NA,NA,NA,"mixed","kcal/day",11,NA,NA,NA,NA
"529","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m26","male",13,NA,NA,NA,NA,"mixed","kcal/day",93,NA,NA,NA,NA
"530","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m27","male",13,NA,NA,NA,NA,"mixed","kcal/day",151,NA,NA,NA,NA
"531","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m28","male",14,NA,NA,NA,NA,"mixed","kcal/day",677,NA,NA,NA,NA
"532","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f29","female",14,NA,NA,NA,NA,"mixed","kcal/day",363,NA,NA,NA,NA
"533","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f30","female",15,NA,NA,NA,NA,"mixed","kcal/day",418,NA,NA,NA,NA
"534","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f31","female",16,NA,NA,NA,NA,"mixed","kcal/day",369,NA,NA,NA,NA
"535","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f32","female",16,NA,NA,NA,NA,"mixed","kcal/day",324,NA,NA,NA,NA
"536","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_m33","male",17,NA,NA,NA,NA,"mixed","kcal/day",952,NA,NA,NA,NA
"537","Crittenden_2013","Crittenden_2013_Table_1","Crittenden_2013_Table_1_f34","female",17,NA,NA,NA,NA,"mixed","kcal/day",472,NA,NA,NA,NA
"538","Froehle_2018","Froehle_2018_fig6b",NA,"male",NA,NA,NA,10,14,NA,"kcal/h",1083.26996197719,1053.99239543726,NA,NA,NA
"539","Froehle_2018","Froehle_2018_fig6b",NA,"female",NA,NA,NA,5,10,NA,"kcal/h",368.060836501901,234.220532319392,NA,NA,NA
"540","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_M1","Male",14,NA,NA,NA,NA,NA,"kcal/h",744.761904761905,NA,NA,NA,NA
"541","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_M2","Male",12,NA,NA,NA,NA,NA,"kcal/h",3236.36363636364,NA,NA,NA,NA
"542","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_M3","Male",10,NA,NA,NA,NA,NA,"kcal/h",368.75,NA,NA,NA,NA
"543","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_M3","Male",10,NA,NA,NA,NA,NA,"kcal/h",1635.76923076923,NA,NA,NA,NA
"544","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_M3","Male",10,NA,NA,NA,NA,NA,"kcal/h",876.666666666667,NA,NA,NA,NA
"545","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_M4","Male",10,NA,NA,NA,NA,NA,"kcal/h",250,NA,NA,NA,NA
"546","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_M4","Male",10,NA,NA,NA,NA,NA,"kcal/h",508.947368421053,NA,NA,NA,NA
"547","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_F1","Female",10,NA,NA,NA,NA,NA,"kcal/h",468.717948717949,NA,NA,NA,NA
"548","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_F1","Female",10,NA,NA,NA,NA,NA,"kcal/h",230.357142857143,NA,NA,NA,NA
"549","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_F2","Female",9,NA,NA,NA,NA,NA,"kcal/h",760.30303030303,NA,NA,NA,NA
"550","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_F3","Female",9,NA,NA,NA,NA,NA,"kcal/h",316,NA,NA,NA,NA
"551","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_F4","Female",6,NA,NA,NA,NA,NA,"kcal/h",371,NA,NA,NA,NA
"552","Froehle_2018","Froehle_2018_table4","Froehle_2018_table4_F5","Female",5,NA,NA,NA,NA,NA,"kcal/h",76,NA,NA,NA,NA
"553","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_1","male",6.74285714285714,NA,NA,NA,NA,"game","kcal/h",0,NA,1127.13689299055,787.761745564353,129.50723320868
"554","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_2","male",10.9714285714286,NA,NA,NA,NA,"game","kcal/h",318.69918699187,NA,1127.13689299055,787.761745564353,129.50723320868
"555","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_3","male",11.8857142857143,NA,NA,NA,NA,"game","kcal/h",156.097560975609,NA,1127.13689299055,787.761745564353,129.50723320868
"556","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_4","male",12.8,NA,NA,NA,NA,"game","kcal/h",845.528455284553,NA,1127.13689299055,787.761745564353,129.50723320868
"557","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_5","male",12.9142857142857,NA,NA,NA,NA,"game","kcal/h",0,NA,1127.13689299055,787.761745564353,129.50723320868
"558","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_6","male",13.8285714285714,NA,NA,NA,NA,"game","kcal/h",416.260162601626,NA,1127.13689299055,787.761745564353,129.50723320868
"559","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_7","male",15.8857142857143,NA,NA,NA,NA,"game","kcal/h",2783.73983739837,NA,1127.13689299055,787.761745564353,129.50723320868
"560","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_8","male",16.9142857142857,NA,NA,NA,NA,"game","kcal/h",1112.19512195122,NA,1127.13689299055,787.761745564353,129.50723320868
"561","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_9","male",17.8285714285714,NA,NA,NA,NA,"game","kcal/h",318.69918699187,NA,1127.13689299055,787.761745564353,129.50723320868
"562","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_10","male",18.8571428571429,NA,NA,NA,NA,"game","kcal/h",767.479674796748,NA,1127.13689299055,787.761745564353,129.50723320868
"563","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_11","male",19.8857142857143,NA,NA,NA,NA,"game","kcal/h",793.49593495935,NA,1127.13689299055,787.761745564353,129.50723320868
"564","Gurven_2006","Gurven_2006_fig6a","Gurven_2006_fig6a_12","male",19.8857142857143,NA,NA,NA,NA,"game","kcal/h",136.585365853658,NA,1127.13689299055,787.761745564353,129.50723320868
"565","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m1","male",4.01002506265665,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"566","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m2","male",5.21303258145364,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"567","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m3","male",6.01503759398497,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"568","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m4","male",7.01754385964913,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"569","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m4","male",7.01754385964913,NA,NA,NA,NA,"game","kcal/h",560,NA,951.06976744186,810.173242689506,55.2533565504681
"570","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m5","male",8.02005012531329,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"571","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m6","male",9.22305764411028,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"572","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m7","male",10.125313283208,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"573","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m7","male",10.125313283208,NA,NA,NA,NA,"game","kcal/h",548.571428571428,NA,951.06976744186,810.173242689506,55.2533565504681
"574","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m8","male",10.9273182957394,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"575","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m8","male",10.9273182957394,NA,NA,NA,NA,"game","kcal/h",800,NA,951.06976744186,810.173242689506,55.2533565504681
"576","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m9","male",11.8295739348371,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"577","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m9","male",11.8295739348371,NA,NA,NA,NA,"game","kcal/h",68.5714285714284,NA,951.06976744186,810.173242689506,55.2533565504681
"578","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m9","male",11.8295739348371,NA,NA,NA,NA,"game","kcal/h",880,NA,951.06976744186,810.173242689506,55.2533565504681
"579","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m10","male",12.8320802005013,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"580","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m10","male",12.8320802005013,NA,NA,NA,NA,"game","kcal/h",160,NA,951.06976744186,810.173242689506,55.2533565504681
"581","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m10","male",12.8320802005013,NA,NA,NA,NA,"game","kcal/h",1600,NA,951.06976744186,810.173242689506,55.2533565504681
"582","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m11","male",14.0751879699248,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"583","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m11","male",14.0751879699248,NA,NA,NA,NA,"game","kcal/h",240,NA,951.06976744186,810.173242689506,55.2533565504681
"584","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m11","male",14.0751879699248,NA,NA,NA,NA,"game","kcal/h",640,NA,951.06976744186,810.173242689506,55.2533565504681
"585","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m11","male",14.0751879699248,NA,NA,NA,NA,"game","kcal/h",971.428571428571,NA,951.06976744186,810.173242689506,55.2533565504681
"586","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m11","male",14.0751879699248,NA,NA,NA,NA,"game","kcal/h",1337.14285714286,NA,951.06976744186,810.173242689506,55.2533565504681
"587","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m12","male",15.0375939849624,NA,NA,NA,NA,"game","kcal/h",205.714285714285,NA,951.06976744186,810.173242689506,55.2533565504681
"588","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m13","male",15.9398496240602,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"589","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m13","male",15.9398496240602,NA,NA,NA,NA,"game","kcal/h",1611.42857142857,NA,951.06976744186,810.173242689506,55.2533565504681
"590","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m14","male",16.9566774078052,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"591","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m14","male",16.9566774078052,NA,NA,NA,NA,"game","kcal/h",502.857142857143,NA,951.06976744186,810.173242689506,55.2533565504681
"592","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m14","male",16.9566774078052,NA,NA,NA,NA,"game","kcal/h",880,NA,951.06976744186,810.173242689506,55.2533565504681
"593","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m14","male",16.9566774078052,NA,NA,NA,NA,"game","kcal/h",1371.42857142857,NA,951.06976744186,810.173242689506,55.2533565504681
"594","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m14","male",16.9566774078052,NA,NA,NA,NA,"game","kcal/h",1760,NA,951.06976744186,810.173242689506,55.2533565504681
"595","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m14","male",16.9566774078052,NA,NA,NA,NA,"game","kcal/h",1942.85714285714,NA,951.06976744186,810.173242689506,55.2533565504681
"596","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m14","male",16.9566774078052,NA,NA,NA,NA,"game","kcal/h",2800,NA,951.06976744186,810.173242689506,55.2533565504681
"597","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m15","male",18.0451127819549,NA,NA,NA,NA,"game","kcal/h",0,NA,951.06976744186,810.173242689506,55.2533565504681
"598","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m15","male",18.0451127819549,NA,NA,NA,NA,"game","kcal/h",240,NA,951.06976744186,810.173242689506,55.2533565504681
"599","Gurven_2006","Gurven_2006_fig6b","Gurven_2006_fig6b_m15","male",18.0451127819549,NA,NA,NA,NA,"game","kcal/h",662.857142857143,NA,951.06976744186,810.173242689506,55.2533565504681
