study,outcome,id,sex,age,age_error,age_sd,age_lower,age_upper,resource,units,raw_return,raw_sd,adult_return,adult_sd,adult_se
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-nov '86_1,both,9.985688729874777,NA,NA,NA,NA,tubers,kcal/hr,212.67605633802827,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-nov '86_2,both,9.985688729874777,NA,NA,NA,NA,tubers,kcal/hr,98.59154929577471,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-nov '86_3,both,13.939177101967799,NA,NA,NA,NA,tubers,kcal/hr,411.267605633803,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-nov '86_4,both,13.921288014311271,NA,NA,NA,NA,tubers,kcal/hr,766.1971830985913,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-nov '86_5,both,14.940966010733455,NA,NA,NA,NA,tubers,kcal/hr,635.2112676056338,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-nov '86_6,both,14.940966010733455,NA,NA,NA,NA,tubers,kcal/hr,470.4225352112676,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-nov '86_7,both,15.960644007155636,NA,NA,NA,NA,tubers,kcal/hr,1002.8169014084508,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-nov '86_8,both,16.980322003577818,NA,NA,NA,NA,tubers,kcal/hr,1180.2816901408446,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-nov '86_9,both,17.96422182468694,NA,NA,NA,NA,tubers,kcal/hr,1138.0281690140841,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-nov '86_10,both,18,NA,NA,NA,NA,tubers,kcal/hr,1040.8450704225356,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_11,both,3.4561717352415,NA,NA,NA,NA,tubers,kcal/hr,26.760563380281837,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_12,both,4.994633273703039,NA,NA,NA,NA,tubers,kcal/hr,90.14084507042253,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_13,both,8.178890876565294,NA,NA,NA,NA,tubers,kcal/hr,60.563380281690115,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_14,both,8.178890876565294,NA,NA,NA,NA,tubers,kcal/hr,161.97183098591563,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_15,both,8.161001788908765,NA,NA,NA,NA,tubers,kcal/hr,208.4507042253524,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_16,both,11.470483005366724,NA,NA,NA,NA,tubers,kcal/hr,440.8450704225352,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_17,both,11.416815742397137,NA,NA,NA,NA,tubers,kcal/hr,415.4929577464791,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_18,both,10.987477638640428,NA,NA,NA,NA,tubers,kcal/hr,149.29577464788736,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_19,both,13.957066189624328,NA,NA,NA,NA,tubers,kcal/hr,208.4507042253524,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_20,both,13.939177101967799,NA,NA,NA,NA,tubers,kcal/hr,157.74647887323954,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_21,both,13.52772808586762,NA,NA,NA,NA,tubers,kcal/hr,381.6901408450706,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_sep-now '88_22,both,14.958855098389982,NA,NA,NA,NA,tubers,kcal/hr,1801.4084507042248,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_feb-mar '89_23,both,1.971377459749549,NA,NA,NA,NA,tubers,kcal/hr,0,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_feb-mar '89_24,both,2.9731663685152028,NA,NA,NA,NA,tubers,kcal/hr,0,NA,NA,NA,NA
BlurtonJones_1997,BlurtonJones_1997_2,BlurtonJones_1997_2_feb-mar '89_25,both,3.957066189624327,NA,NA,NA,NA,tubers,kcal/hr,0,NA,NA,NA,NA
