study,outcome,id,sex,age,age_error,age_sd,age_lower,age_upper,resource,units,raw_return,raw_sd,adult_return,adult_sd,adult_se
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_1,both,1.9402985074626864,NA,NA,NA,NA,tubers,g/h,18.29268292683014,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_2,both,3.0149253731343286,NA,NA,NA,NA,tubers,g/h,371.95121951219585,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_3,both,3.4925373134328366,NA,NA,NA,NA,tubers,g/h,30.4878048780497,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_4,both,3.9701492537313436,NA,NA,NA,NA,tubers,g/h,54.8780487804886,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_5,both,3.999999999999999,NA,NA,NA,NA,tubers,g/h,347.56097560975695,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_6,both,5.014925373134328,NA,NA,NA,NA,tubers,g/h,243.90243902439101,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_7,both,4.9850746268656705,NA,NA,NA,NA,tubers,g/h,201.21951219512243,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_8,both,5.014925373134328,NA,NA,NA,NA,tubers,g/h,140.24390243902508,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_9,both,5.462686567164178,NA,NA,NA,NA,tubers,g/h,189.02439024390333,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_10,both,5.014925373134328,NA,NA,NA,NA,tubers,g/h,530.4878048780495,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_11,both,6,NA,NA,NA,NA,tubers,g/h,298.7804878048787,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_12,both,6.477611940298507,NA,NA,NA,NA,tubers,g/h,243.90243902439101,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_13,both,6.477611940298507,NA,NA,NA,NA,tubers,g/h,195.121951219513,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_14,both,6.955223880597014,NA,NA,NA,NA,tubers,g/h,140.24390243902508,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_15,both,6.985074626865671,NA,NA,NA,NA,tubers,g/h,500.0000000000007,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_16,both,6.985074626865671,NA,NA,NA,NA,tubers,g/h,756.0975609756101,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_17,both,8.149253731343283,NA,NA,NA,NA,tubers,g/h,1152.4390243902442,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_18,both,8.238805970149253,NA,NA,NA,NA,tubers,g/h,475.60975609756156,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_19,both,7.970149253731343,NA,NA,NA,NA,tubers,g/h,384.1463414634154,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_20,both,8.17910447761194,NA,NA,NA,NA,tubers,g/h,353.6585365853666,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_21,both,7.970149253731343,NA,NA,NA,NA,tubers,g/h,207.31707317073256,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_22,both,9.940298507462684,NA,NA,NA,NA,tubers,g/h,341.46341463414706,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_23,both,9.940298507462684,NA,NA,NA,NA,tubers,g/h,396.34146341463475,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_24,both,10.955223880597014,NA,NA,NA,NA,tubers,g/h,591.4634146341468,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_25,both,11.910447761194028,NA,NA,NA,NA,tubers,g/h,823.1707317073176,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_26,both,11.940298507462686,NA,NA,NA,NA,tubers,g/h,1024.3902439024398,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_27,both,12.955223880597014,NA,NA,NA,NA,tubers,g/h,1268.2926829268301,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_28,both,12.985074626865671,NA,NA,NA,NA,tubers,g/h,1085.365853658537,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_29,both,13.552238805970148,NA,NA,NA,NA,tubers,g/h,1085.365853658537,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_30,both,13.940298507462686,NA,NA,NA,NA,tubers,g/h,1402.4390243902442,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_31,both,14.955223880597014,NA,NA,NA,NA,tubers,g/h,384.1463414634154,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_32,both,14.955223880597014,NA,NA,NA,NA,tubers,g/h,786.5853658536591,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_33,both,14.955223880597014,NA,NA,NA,NA,tubers,g/h,963.4146341463418,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_34,both,14.955223880597014,NA,NA,NA,NA,tubers,g/h,1006.0975609756103,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_35,both,14.925373134328357,NA,NA,NA,NA,tubers,g/h,1414.6341463414635,NA,NA,NA,NA
BlurtonJones_2002,BlurtonJones_2002_Figure_1,BlurtonJones_2002_Figure_1_36,both,15.940298507462686,NA,NA,NA,NA,tubers,g/h,2036.5853658536587,NA,NA,NA,NA
